age,gender,province,education,language,religion,n
75+,Male,Nova Scotia,University below the bachelor's level,Both English and French,Yes,2
75+,Male,Nova Scotia,University below the bachelor's level,English only,Yes,3
75+,Male,Ontario,Bachelor's degree,Both English and French,Yes,1
75+,Male,Ontario,Bachelor's degree,English only,No,9
75+,Male,Ontario,Bachelor's degree,English only,Yes,28
75+,Male,Ontario,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,4
75+,Male,Ontario,"College, CEGEP, or other technical or non-university certificate",English only,No,7
75+,Male,Ontario,"College, CEGEP, or other technical or non-university certificate",English only,Yes,52
75+,Male,Ontario,Degree above the bachelor's level,Both English and French,No,2
75+,Male,Ontario,Degree above the bachelor's level,Both English and French,Yes,8
75+,Male,Ontario,Degree above the bachelor's level,English only,No,5
75+,Male,Ontario,Degree above the bachelor's level,English only,Yes,27
75+,Male,Ontario,Don't know/ Prefer not to answer,English only,No,1
75+,Male,Ontario,Don't know/ Prefer not to answer,English only,Yes,3
75+,Male,Ontario,Don't know/ Prefer not to answer,Neither English nor French,No,2
75+,Male,Ontario,High school diploma or its equivalent,Both English and French,Yes,4
75+,Male,Ontario,High school diploma or its equivalent,English only,No,5
75+,Male,Ontario,High school diploma or its equivalent,English only,Yes,54
75+,Male,Ontario,Less than high school,Both English and French,No,1
75+,Male,Ontario,Less than high school,Both English and French,Yes,3
75+,Male,Ontario,Less than high school,English only,No,6
75+,Male,Ontario,Less than high school,English only,Yes,69
75+,Male,Ontario,Less than high school,Neither English nor French,No,1
75+,Male,Ontario,University below the bachelor's level,Both English and French,Yes,1
75+,Male,Ontario,University below the bachelor's level,English only,No,2
75+,Male,Ontario,University below the bachelor's level,English only,Yes,7
75+,Male,Prince Edward Island,Bachelor's degree,Both English and French,No,1
75+,Male,Prince Edward Island,Bachelor's degree,English only,No,1
75+,Male,Prince Edward Island,Bachelor's degree,English only,Yes,2
75+,Male,Prince Edward Island,"College, CEGEP, or other technical or non-university certificate",English only,Yes,2
75+,Male,Prince Edward Island,Degree above the bachelor's level,English only,Yes,2
75+,Male,Prince Edward Island,Don't know/ Prefer not to answer,English only,Yes,1
75+,Male,Prince Edward Island,High school diploma or its equivalent,English only,Yes,4
75+,Male,Prince Edward Island,Less than high school,Both English and French,Yes,1
75+,Male,Prince Edward Island,Less than high school,English only,Yes,12
75+,Male,Prince Edward Island,University below the bachelor's level,English only,Yes,1
75+,Male,Quebec,Bachelor's degree,Both English and French,Yes,16
75+,Male,Quebec,Bachelor's degree,English only,Yes,1
75+,Male,Quebec,Bachelor's degree,French only,Yes,8
75+,Male,Quebec,"College, CEGEP, or other technical or non-university certificate",Both English and French,No,1
75+,Male,Quebec,"College, CEGEP, or other technical or non-university certificate",Both English and French,Yes,6
75+,Male,Quebec,"College, CEGEP, or other technical or non-university certificate",English only,Yes,3
75+,Male,Quebec,"College, CEGEP, or other technical or non-university certificate",French only,Yes,14
75+,Male,Quebec,Degree above the bachelor's level,Both English and French,No,1
75+,Male,Quebec,Degree above the bachelor's level,Both English and French,Yes,13
75+,Male,Quebec,Degree above the bachelor's level,English only,No,2
75+,Male,Quebec,Degree above the bachelor's level,English only,Yes,3
75+,Male,Quebec,Degree above the bachelor's level,French only,Yes,5
75+,Male,Quebec,Don't know/ Prefer not to answer,Both English and French,No,1
75+,Male,Quebec,Don't know/ Prefer not to answer,Both English and French,Yes,4
75+,Male,Quebec,Don't know/ Prefer not to answer,French only,Yes,2
75+,Male,Quebec,High school diploma or its equivalent,Both English and French,No,1
75+,Male,Quebec,High school diploma or its equivalent,Both English and French,Yes,11
75+,Male,Quebec,High school diploma or its equivalent,English only,No,1
75+,Male,Quebec,High school diploma or its equivalent,English only,Yes,1
75+,Male,Quebec,High school diploma or its equivalent,French only,Yes,13
75+,Male,Quebec,Less than high school,Both English and French,Yes,21
75+,Male,Quebec,Less than high school,English only,Yes,1
75+,Male,Quebec,Less than high school,French only,Yes,66
75+,Male,Quebec,University below the bachelor's level,Both English and French,Yes,7
75+,Male,Quebec,University below the bachelor's level,English only,No,1
75+,Male,Saskatchewan,Bachelor's degree,English only,No,1
75+,Male,Saskatchewan,Bachelor's degree,English only,Yes,7
75+,Male,Saskatchewan,"College, CEGEP, or other technical or non-university certificate",English only,No,3
75+,Male,Saskatchewan,"College, CEGEP, or other technical or non-university certificate",English only,Yes,8
75+,Male,Saskatchewan,"College, CEGEP, or other technical or non-university certificate",Neither English nor French,No,1
75+,Male,Saskatchewan,Degree above the bachelor's level,Both English and French,Yes,1
75+,Male,Saskatchewan,Degree above the bachelor's level,English only,No,2
75+,Male,Saskatchewan,Degree above the bachelor's level,English only,Yes,3
75+,Male,Saskatchewan,Don't know/ Prefer not to answer,Both English and French,No,1
75+,Male,Saskatchewan,High school diploma or its equivalent,English only,No,2
75+,Male,Saskatchewan,High school diploma or its equivalent,English only,Yes,11
75+,Male,Saskatchewan,Less than high school,Both English and French,Yes,1
75+,Male,Saskatchewan,Less than high school,English only,No,6
75+,Male,Saskatchewan,Less than high school,English only,Yes,21
75+,Male,Saskatchewan,University below the bachelor's level,English only,No,1
75+,Male,Saskatchewan,University below the bachelor's level,English only,Yes,3
